ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-03-11,1459.8500548146271,-1174.4596208233838,4241.163317217586,1459.8500548146271,1459.8500548146271,175.9794922658073,175.9794922658073,175.9794922658073,-172.1758792226503,-172.1758792226503,-172.1758792226503,348.1553714884576,348.1553714884576,348.1553714884576,0.0,0.0,0.0,1635.8295470804344
2014-03-14,1460.2044233950994,-93.12050959413632,5272.004646605356,1460.2044233950994,1460.2044233950994,937.6035751851921,937.6035751851921,937.6035751851921,419.57662290263636,419.57662290263636,419.57662290263636,518.0269522825557,518.0269522825557,518.0269522825557,0.0,0.0,0.0,2397.8079985802915
2014-03-15,1460.3225462552568,-849.8993983467611,4647.9429666964925,1460.3225462552568,1460.3225462552568,572.3697389955382,572.3697389955382,572.3697389955382,22.05579103433543,22.05579103433543,22.05579103433543,550.3139479612028,550.3139479612028,550.3139479612028,0.0,0.0,0.0,2032.692285250795
2014-03-16,1460.4406691154143,-401.49444045216785,4954.9671191663065,1460.4406691154143,1460.4406691154143,774.0331689130745,774.0331689130745,774.0331689130745,203.87039745347067,203.87039745347067,203.87039745347067,570.162771459604,570.162771459604,570.162771459604,0.0,0.0,0.0,2234.473838028489
2014-03-17,1460.5587919755717,-430.11389786392067,5062.865726877594,1460.5587919755717,1460.5587919755717,989.2206675415568,989.2206675415568,989.2206675415568,411.45276550282364,411.45276550282364,411.45276550282364,577.7679020387332,577.7679020387332,577.7679020387332,0.0,0.0,0.0,2449.7794595171285
2014-03-18,1460.6769148357291,-709.5369141209553,4528.479682886705,1460.6769148357291,1460.6769148357291,401.3728232103187,401.3728232103187,401.3728232103187,-172.17587922338777,-172.17587922338777,-172.17587922338777,573.5487024337065,573.5487024337065,573.5487024337065,0.0,0.0,0.0,1862.0497380460479
2014-03-19,1460.7950376958865,-1940.0652939093088,3665.3825315367967,1460.7950376958865,1460.7950376958865,-482.4013185609184,-482.4013185609184,-482.4013185609184,-1040.535065581594,-1040.535065581594,-1040.535065581594,558.1337470206755,558.1337470206755,558.1337470206755,0.0,0.0,0.0,978.3937191349681
2014-03-21,1461.0312834162014,-458.071359328719,5200.491632168585,1461.0312834162014,1461.0312834162014,916.7293052687688,916.7293052687688,916.7293052687688,419.57662290314994,419.57662290314994,419.57662290314994,497.15268236561883,497.15268236561883,497.15268236561883,0.0,0.0,0.0,2377.76058868497
2014-03-22,1461.149406276359,-738.4145488813206,4557.374757362625,1461.149406276359,1461.149406276359,475.74647917704766,475.74647917704766,475.74647917704766,22.05579103493231,22.05579103493231,22.05579103493231,453.69068814211533,453.69068814211533,453.69068814211533,0.0,0.0,0.0,1936.8958854534067
2014-03-23,1461.2675291365165,-699.9065182875574,4794.010582499277,1461.2675291365165,1461.2675291365165,607.0549993988639,607.0549993988639,607.0549993988639,203.87039745416757,203.87039745416757,203.87039745416757,403.1846019446962,403.1846019446962,403.1846019446962,0.0,0.0,0.0,2068.32252853538
2014-03-24,1461.385651996674,-528.7011266031682,5059.477969041039,1461.385651996674,1461.385651996674,758.3945260772091,758.3945260772091,758.3945260772091,411.45276550332346,411.45276550332346,411.45276550332346,346.9417605738856,346.9417605738856,346.9417605738856,0.0,0.0,0.0,2219.780178073883
2014-03-25,1461.5037748568313,-1064.7406598287535,4216.922588435284,1461.5037748568313,1461.5037748568313,114.13907409079891,114.13907409079891,114.13907409079891,-172.1758792241251,-172.1758792241251,-172.1758792241251,286.314953314924,286.314953314924,286.314953314924,0.0,0.0,0.0,1575.6428489476302
2014-03-26,1461.6218977169888,-2080.4284765355574,3303.0387868357107,1461.6218977169888,1461.6218977169888,-817.8647664181343,-817.8647664181343,-817.8647664181343,-1040.5350655818534,-1040.5350655818534,-1040.5350655818534,222.67029916371908,222.67029916371908,222.67029916371908,0.0,0.0,0.0,643.7571312988545
2014-03-28,1461.8581434373036,-903.6890436029639,4476.242923219634,1461.8581434373036,1461.8581434373036,511.2482461133362,511.2482461133362,511.2482461133362,419.57662290224005,419.57662290224005,419.57662290224005,91.67162321109618,91.67162321109618,91.67162321109618,0.0,0.0,0.0,1973.10638955064
2014-03-29,1461.976266297461,-1418.0893930380525,4556.709236020728,1461.976266297461,1461.976266297461,48.8977115920388,48.8977115920388,48.8977115920388,22.055791034379425,22.055791034379425,22.055791034379425,26.841920557659382,26.841920557659382,26.841920557659382,0.0,0.0,0.0,1510.8739778894999
2014-03-30,1462.0943891576185,-1175.7985109065512,4336.079659110461,1462.0943891576185,1462.0943891576185,167.86070476018853,167.86070476018853,167.86070476018853,203.87039745364217,203.87039745364217,203.87039745364217,-36.00969269345365,-36.00969269345365,-36.00969269345365,0.0,0.0,0.0,1629.955093917807
2014-03-31,1462.212512017776,-907.9663702168929,4589.846126535852,1462.212512017776,1462.212512017776,315.57082190154534,315.57082190154534,315.57082190154534,411.45276550340833,411.45276550340833,411.45276550340833,-95.88194360186296,-95.88194360186296,-95.88194360186296,0.0,0.0,0.0,1777.7833339193212
2014-04-01,1462.3306348779333,-1694.3077205286777,3960.615790856552,1462.3306348779333,1462.3306348779333,-324.08952706856496,-324.08952706856496,-324.08952706856496,-172.17587922256502,-172.17587922256502,-172.17587922256502,-151.91364784599992,-151.91364784599992,-151.91364784599992,0.0,0.0,0.0,1138.2411078093683
2014-04-02,1462.4487577380908,-2501.92328646029,2930.4458804334745,1462.4487577380908,1462.4487577380908,-1243.9324186313022,-1243.9324186313022,-1243.9324186313022,-1040.5350655817115,-1040.5350655817115,-1040.5350655817115,-203.3973530495904,-203.3973530495904,-203.3973530495904,0.0,0.0,0.0,218.51633910678856
2014-04-03,1462.5668805982484,-1363.9354213587264,4216.543548718572,1462.5668805982484,1462.5668805982484,-94.03324096493122,-94.03324096493122,-94.03324096493122,155.75536791072804,155.75536791072804,155.75536791072804,-249.78860887565924,-249.78860887565924,-249.78860887565924,0.0,0.0,0.0,1368.5336396333173
2014-04-04,1462.6850034584056,-1177.9127194703772,4107.449777292668,1462.6850034584056,1462.6850034584056,128.86586869011563,128.86586869011563,128.86586869011563,419.57662290133015,419.57662290133015,419.57662290133015,-290.7107542112145,-290.7107542112145,-290.7107542112145,0.0,0.0,0.0,1591.5508721485212
2014-04-05,1462.8031263185633,-1685.288461279586,3717.3182445476386,1462.8031263185633,1462.8031263185633,-303.89943922232084,-303.89943922232084,-303.89943922232084,22.0557910338265,22.0557910338265,22.0557910338265,-325.95523025614733,-325.95523025614733,-325.95523025614733,0.0,0.0,0.0,1158.9036870962425
2014-04-06,1462.9212491787205,-1522.3589379725793,4112.323021099559,1462.9212491787205,1462.9212491787205,-151.607146841509,-151.607146841509,-151.607146841509,203.87039745422837,203.87039745422837,203.87039745422837,-355.4775442957374,-355.4775442957374,-355.4775442957374,0.0,0.0,0.0,1311.3141023372114
2014-04-07,1463.0393720388781,-1294.6635606901846,4122.638017314546,1463.0393720388781,1463.0393720388781,32.063646209794044,32.063646209794044,32.063646209794044,411.452765503055,411.452765503055,411.452765503055,-379.38911929326093,-379.38911929326093,-379.38911929326093,0.0,0.0,0.0,1495.1030182486722
2014-04-08,1463.1574948990356,-1765.9591185307254,3312.73798456448,1463.1574948990356,1463.1574948990356,-570.1212456524435,-570.1212456524435,-570.1212456524435,-172.1758792237282,-172.1758792237282,-172.1758792237282,-397.9453664287153,-397.9453664287153,-397.9453664287153,0.0,0.0,0.0,893.0362492465921
2014-04-11,1463.5118634795078,-1422.95636931239,3928.724657451403,1463.5118634795078,1463.5118634795078,-6.279317948068928,-6.279317948068928,-6.279317948068928,419.5766229018437,419.5766229018437,419.5766229018437,-425.85594084991266,-425.85594084991266,-425.85594084991266,0.0,0.0,0.0,1457.232545531439
2014-04-12,1463.6299863396653,-1524.1697164860857,3745.2071611048154,1463.6299863396653,1463.6299863396653,-405.77861704188837,-405.77861704188837,-405.77861704188837,22.05579103407541,22.05579103407541,22.05579103407541,-427.8344080759638,-427.8344080759638,-427.8344080759638,0.0,0.0,0.0,1057.851369297777
2014-04-13,1463.7481091998227,-1501.2806536819503,4006.483512966079,1463.7481091998227,1463.7481091998227,-223.4021096384474,-223.4021096384474,-223.4021096384474,203.87039745381375,203.87039745381375,203.87039745381375,-427.27250709226115,-427.27250709226115,-427.27250709226115,0.0,0.0,0.0,1240.3459995613753
2014-04-15,1463.9843549201375,-1953.4950455019841,3666.031490332682,1463.9843549201375,1463.9843549201375,-593.5812001954483,-593.5812001954483,-593.5812001954483,-172.17587922489145,-172.17587922489145,-172.17587922489145,-421.4053209705569,-421.4053209705569,-421.4053209705569,0.0,0.0,0.0,870.4031547246892
2014-04-16,1464.1024777802952,-2638.0911229796357,2902.158571583562,1464.1024777802952,1464.1024777802952,-1458.048046871141,-1458.048046871141,-1458.048046871141,-1040.535065582402,-1040.535065582402,-1040.535065582402,-417.5129812887389,-417.5129812887389,-417.5129812887389,0.0,0.0,0.0,6.0544309091542345
2014-04-18,1464.33872350061,-1196.4646887319168,4161.372161756742,1464.33872350061,1464.33872350061,8.533457927528893,8.533457927528893,8.533457927528893,419.5766229018942,419.5766229018942,419.5766229018942,-411.0431649743653,-411.0431649743653,-411.0431649743653,0.0,0.0,0.0,1472.872181428139
2014-04-19,1464.4568463755177,-1716.022083694742,3827.8617514284306,1464.4568463755177,1464.4568463755177,-387.5048112376515,-387.5048112376515,-387.5048112376515,22.055791034672225,22.055791034672225,22.055791034672225,-409.5606022723237,-409.5606022723237,-409.5606022723237,0.0,0.0,0.0,1076.9520351378662
2014-04-20,1464.5749692504255,-1651.383535601388,3940.8739003116857,1464.5749692504255,1464.5749692504255,-205.96033123476263,-205.96033123476263,-205.96033123476263,203.87039745451062,203.87039745451062,203.87039745451062,-409.83072868927326,-409.83072868927326,-409.83072868927326,0.0,0.0,0.0,1258.6146380156629
2014-04-21,1464.6930921253331,-1300.3126078205682,4241.964354654696,1464.6930921253331,1464.6930921253331,-0.7131978356195663,-0.7131978356195663,-0.7131978356195663,411.4527655032015,411.4527655032015,411.4527655032015,-412.16596333882103,-412.16596333882103,-412.16596333882103,0.0,0.0,0.0,1463.9798942897135
2014-04-22,1464.8112150002407,-1921.0050353659453,3594.4255878544564,1464.8112150002407,1464.8112150002407,-588.9450509143064,-588.9450509143064,-588.9450509143064,-172.17587922333126,-172.17587922333126,-172.17587922333126,-416.7691716909752,-416.7691716909752,-416.7691716909752,0.0,0.0,0.0,875.8661640859343
2014-04-23,1464.9293378751486,-2664.3550754866105,2527.877190068692,1464.9293378751486,1464.9293378751486,-1464.2654186190457,-1464.2654186190457,-1464.2654186190457,-1040.5350655821746,-1040.5350655821746,-1040.5350655821746,-423.730353036871,-423.730353036871,-423.730353036871,0.0,0.0,0.0,0.6639192561028722
2014-04-25,1465.1655836249638,-1155.1304158627559,3917.1576196386395,1465.1655836249638,1465.1655836249638,-24.950031053365368,-24.950031053365368,-24.950031053365368,419.57662290194446,419.57662290194446,419.57662290194446,-444.5266539553099,-444.5266539553099,-444.5266539553099,0.0,0.0,0.0,1440.2155525715984
2014-04-26,1465.2837064998716,-1744.6019643089803,3694.328994297612,1465.2837064998716,1465.2837064998716,-435.9398306092079,-435.9398306092079,-435.9398306092079,22.05579103377137,22.05579103377137,22.05579103377137,-457.99562164297924,-457.99562164297924,-457.99562164297924,0.0,0.0,0.0,1029.3438758906636
2014-04-28,1465.5199522496869,-1304.417890907901,3987.416115286196,1465.5199522496869,1465.5199522496869,-77.99948204852522,-77.99948204852522,-77.99948204852522,411.4527655024331,411.4527655024331,411.4527655024331,-489.45224755095836,-489.45224755095836,-489.45224755095836,0.0,0.0,0.0,1387.5204702011617
2014-04-29,1465.6380751245945,-1921.5724093998028,3443.4587950969176,1465.6380751245945,1465.6380751245945,-678.7346209023599,-678.7346209023599,-678.7346209023599,-172.17587922406875,-172.17587922406875,-172.17587922406875,-506.5587416782912,-506.5587416782912,-506.5587416782912,0.0,0.0,0.0,786.9034542222346
2014-04-30,1465.7561979995023,-2734.636514982392,2887.3207152704135,1465.7561979995023,1465.7561979995023,-1564.4376437808942,-1564.4376437808942,-1564.4376437808942,-1040.5350655819468,-1040.5350655819468,-1040.5350655819468,-523.9025781989473,-523.9025781989473,-523.9025781989473,0.0,0.0,0.0,-98.68144578139186
2014-05-02,1465.9924437493175,-1527.7252367382569,4101.584391814911,1465.9924437493175,1465.9924437493175,-137.4863784002859,-137.4863784002859,-137.4863784002859,419.57662290103457,419.57662290103457,419.57662290103457,-557.0630013013205,-557.0630013013205,-557.0630013013205,0.0,0.0,0.0,1328.5060653490316
